,id,dateuploaded,isfavorite,license,realname,location,title,description,dates,views,comments,tags
0,52468268896,1667246741,0,4,Slovenský zväz florbalu,,Foto-20,,2022-10-24 18:40:40,0,0,[]
1,52468450669,1667244171,0,4,Pressestelle BFK Urfahr-Umgebung,,TF Abnahme 28.10 (5),,2022-10-29 08:15:52,4,0,[]
2,52466353280,1667170915,0,4,Art Prof,"Salt Lake City, UT",Zebra Fish 05,,2022-10-16 08:55:53,170,0,[]
3,52461522486,1667008586,0,4,Choo Yut Shing,"Singapore, Singapore",Áhcagastá - Tales of the Ember,"Art installation of yarn, steel and sound by Elina Waage Mikalsen exhibit at SAM@Tanjong Pagar Distripark during Singapore Biennale 2022. ",2022-10-22 14:51:49,24,1,"['Áhcagastá - Tales of the Ember', 'Art Installation', 'Yarn', 'Steel', 'Elina Waage Mikalsen', 'Exhibit', 'Singapore Biennale 2022', 'SAM @Tanjong Pagar Distripark', 'Keppel Road', 'Singapore']"
4,52461189213,1666975765,0,4,"Kurman Communications, Inc.","Chicago, United States",High Res-Perry's Bar 79,"In Vernon Hills, Bar 79, named after the year Perry’s was founded, will feature a beautiful island bar with glass walls that open to patio dining. (Photo from Perry’s Nashville)",2022-10-28 11:42:14,49,0,"[""Perry's Steakhouse & Grille"", ""Perry's Steakhouse & Grille Opening in Vernon Hills, IL""]"
5,52457011568,1666814261,0,4,The Huntington,"Boston, Massachusetts, USA",NR315161,Photo: Nile Hawver,2022-10-10 10:29:00,7,0,[]
6,52456240416,1666809572,0,4,,,2022-10-25-_FP_3400,,2022-10-25 09:03:29,126,0,"['UFCW', 'UFCW 770', 'UFCW Local 770', 'Kathy Finn', 'John Grant', 'Danny Garcia', 'Meeno', 'Union', 'Karen Bass', 'Karen Bass for LA', 'Stewards', 'Solidarity', 'Organizing']"
7,52456426149,1666805115,0,4,Prefeitura São José do Rio Preto,"São José do Rio Preto SP, Brasil",Assinatura da ordem de serviço para reforma da Estação do Distrito de Engenheiro Schmitt. 26/10/22. Foto: Ivan Feitosa/Pref. Rio Preto,Assinatura da ordem de serviço para reforma da Estação do Distrito de Engenheiro Schmitt. 26/10/22. Foto: Ivan Feitosa/Pref. Rio Preto,2022-10-26 10:52:49,67,0,"['Assinatura', 'ordem serviço', 'reforma', 'Estação', 'Distrito', 'Engenheiro Schmitt', 'São José Rio Preto']"
8,52455057456,1666764323,0,4,,,TaxTheUltraRich-BehindPressCrop,,2022-10-25 19:24:48,3,0,"['TaxTheUltraRichNow', 'TaxTheUltraRich', 'TaxTheRich', 'Projection', 'Harrisburg, PA', 'Backbone Campaign']"
9,52454551526,1666744665,0,4,Paul Hudson,United Kingdom,Sea Power at Cambridge Junction 2022,,2022-10-25 21:04:41,70,0,[]
10,52454981945,1666743713,0,4,Thomas Quine,,Sweet William macro,"Vancouver, British Columbia, Canada",2022-10-25 17:21:49,134,1,"['Blumen', 'Dianthus barbatus', 'fleur', 'flower']"
11,52450959196,1666628476,0,4,,,Photo courtesy of Roberto Lopez,,2020-11-10 13:48:34,12,0,[]
12,52449580552,1666600751,0,4,Bratislavský kraj (BSK),,Začiatok rekonštrukcie cesty Budmerice,,2022-10-24 08:48:52,30,0,"['Začiatok', 'rekonštrukcie', 'cesty', 'Budmerice']"
13,52450001329,1666585101,0,4,Maryland GovPics,,General Singh Readiness Center Ribbon Cutting,"Governor Hogan and Lt. Governor Rutherford attend the General Singh Readiness Center Ribbon Cutting by Steve Kwak, Anthony DePanise at 6525 Sykesville Rd, Sykesville, MD 21784",2022-10-22 00:00:00,358,0,"['Governor. Governor Lawrence J. Hogan', 'Jr. Larry Hogan. Governor Hogan.Governor Larry Hogan.       General Singh Readiness Center Ribbon Cutting.  Lt. Gov Boyd Rutherford. Lt. Gov Maryland. Boyd Rutherford']"
14,52449946883,1666573639,0,4,Melissa McMasters,"Memphis, TN, United States",Common Eastern bumble bee,,2022-09-05 10:25:22,17,1,['Melissa McMasters']
15,52449802225,1666571726,0,4,,,2022 AFGE Women's and Fair Practices Human Rights Training Conference,"AFGE's Women's and Fair Practices Departments held their Human Rights Training Conference in New Orleans.

-photo by Chelsea Bland",2022-08-08 09:10:14,331,0,"['Human Rights Training Conference', 'HRT', 'Training', 'WFP']"
16,52448247307,1666554176,0,4,Forest and Kim Starr,,starr-220509-2148-Cocos_nucifera-along_harbor-Harbor_Kahului-Maui,"<a href=""http://www.starrenvironmental.com/images/species/?q=Cocos+nucifera"" rel=""noreferrer nofollow""><b><i>Cocos nucifera</i> (Coconut palm, niu)</b></a>
Along harbor at Harbor Kahului, Maui, Hawaii.
May 09, 2022
<a href=""http://www.starrenvironmental.com/images/search/?q=220509-2148"" rel=""noreferrer nofollow"">#220509-2148</a> - <a href=""https://www.flickr.com/people/starr-environmental/"">Image Use Policy</a>
",2022-05-09 09:10:15,16,0,['Cocos nucifera']
17,52448138415,1666525638,0,4,Werner Wilmes,,Marina Torre de La Horadada,Am südlichen Ende der Costa Blanca in der Marina Baja.,2017-12-20 17:19:03,80,0,"['Marina', 'Boote', 'Hafen', 'Torre', 'Horadada', 'CostaBlanca', 'Alicante', 'Torrevieja', 'Yacht', 'Segelboot', 'Baja']"
18,52447012091,1666495605,0,4,Robert Nunnally,"Allen, TX, USA","Bonham State Park, Fannin County, Texas, October 22, 2022",,2022-10-21 22:05:24,45,0,"['bonham', 'state', 'park', 'fannin', 'county', 'texas', 'October']"
19,52444834227,1666441133,0,4,,"Brasília, Brasil",Mutirão no Sol Nascente conscientiza moradores sobre coleta de lixo,"Você sabia que a coleta seletiva de lixo, além de ajudar o meio ambiente e deixar as ruas limpas, gera trabalho e renda para milhares de famílias que vivem da reciclagem? É o que ensina a equipe de educação ambiental do Serviço de Limpeza Urbana (SLU), que quinzenalmente realiza um mutirão de conscientização entre os moradores do Distrito Federal. Na manhã desta sexta-feira (21), o encontro foi no Sol Nascente. Foto: Lúcio Bernardo Jr/ Agência Brasília",2022-10-21 09:57:03,37,0,[]
20,52444194032,1666407719,0,4,Owen Allen,"Atherton, Australia",Flower_Lilly_221016_001,                               ,2022-10-15 11:37:10,12,0,"['Lilly', 'Flower']"
21,52444174973,1666368873,0,4,ÖPV OG Mannersdorf-Lgb.,,P1180779,,2022-10-13 11:11:46,16,0,[]
22,52443522851,1666363343,0,4,,,duo_ruut_womex22_by_eric_van_nieuwland,,2022-10-20 15:48:18,335,0,[]
23,52442425225,1666291736,0,4,Richard Hefner,,P1338770,"08-15-22 -- Charlotte Flight (U17) at Fall Brawl Ultimate Frisbee Tournament in Efland, NC.",2022-10-15 11:46:33,365,0,"['ultimate-frisbee', 'charlotte-flight', 'charlotte-nc', 'fall-brawl-2022']"
24,52442419938,1666289381,0,4,,,Day 2- TechCrunch-SlavaBlazerPhotography-219,,2022-10-19 11:14:31,112,0,[]
25,52442350273,1666287301,0,4,,,HC_Voorhees_SOC_HWS_SF_10_18_22-97,,2022-10-19 16:11:54,37,0,[]
26,52441822824,1666277972,0,4,Prefeitura São José do Rio Preto,"São José do Rio Preto SP, Brasil",2º Festival Nacional da Viola - Primeiro Dia. 19-10-2022,"Cedric Moisés (Nilton Ribeiro Moyses Filho), de São José do Rio Preto SP, apresentando a música: A Mais Bonita das Noites.
2º Festival Nacional da Viola - Primeiro Dia.

Foto: Marcos Morelli/Pref. Rio Preto",2022-10-19 21:17:00,106,0,"['Festival', 'da', 'Viola', 'Música', 'Sertanejo', 'Caipira', 'Prefeitura de Rio Preto', 'São José do Rio Preto', 'Cultura', 'Agricultura', 'Desenvolvimento Econômico', 'Comunicação', 'Social']"
27,52440427667,1666252261,0,4,EKSRX,,2022 EuroRX - RD6 SPA,"2022 EuroRX - RD6 SPA, Belgium.
Photo by: Tom Banks
Copyright: EKS",2022-10-08 10:40:26,28,0,"['audi', 'eks', 'EKSRX', 'enzo', 'spa', 'Belgium']"
28,52440949938,1666225758,0,4,Mitchell Friedman,"Portland, OR, United States",IMG_20221019_144816045_HDR,,2022-10-19 14:48:17,12,0,[]
29,52440407001,1666224961,0,4,MDB Nacional,,Recepção aos novos deputados - Sala presidência do MDB na Câmara - 19/10/2022,,2022-10-19 15:58:02,98,0,[]
30,52439322282,1666204029,0,4,,,BOT 2022-10-04-05 Board Meeting Wilmington-170,,2022-10-04 12:44:49,93,0,[]
31,52439454968,1666173539,0,4,,"Coventry, Great Britain",2022_10_180020,Round Coventry,2022-10-18 14:31:37,38,0,"['Coventry', 'Britain', 'Great Britain', 'UK', 'England', 'Warwickshire', 'West Midlands', 'City Centre', 'Central Coventry', 'Far Gosford Street']"
32,52438416072,1666172711,0,4,,"Coventry, Great Britain",2022_10_070001 - Ukraine Prefers China,An ever-changing world,2022-10-07 09:51:06,47,0,"['Politics', 'Ukraine', 'Russia', 'Ukrainian Separatists', 'War Between Russia and Ukraine', 'War']"
33,52438363936,1666145045,0,4,Special Olympics Hawaii,,41. Dan_Keison,,2022-10-18 16:03:54,414,0,[]
34,52436742262,1666108955,0,4,Ministério Público de Pernambuco,,Inauguração da nova sede do DEMAS - Homenagem a promotora de Justiça Anita Maria Borba Lessa,"EVENTO: Inauguração da nova sede do DEMAS - Homenagem a promotora de Justiça Anita Maria Borba Lessa
DATA: 18.10.202
LOCAL: DEMAS
AUTOR DA FOTO: Priscilla Buhr/AMCS
PARTICIPANTES: Procurador-Geral de Justiça  de Pernambuco (PGJ-PE) Paulo Augusto de Freitas Oliveira; Subprocuradora-Geral de Justiça em Assuntos Institucionais (Sub. Institucional) Zulene Santana de Lima Norberto; Subprocurador-Geral em Assuntos Administrativos (Sub. Administrativo) Valdir Barbosa Júnior;  Corregedor-Geral do Ministério Público de Pernambuco. Paulo Roberto Lapenda Figueiroa; Deluse Amaral Rolim Florentino presidenta da Associação do Ministério Público de Pernambuco; Cristiane de Gusmão Medeiros; presidente da Associação do MPPE; Ronaldo Sampaio - SINDSEMPPE",2022-10-18 11:00:34,88,0,[]
35,52436008872,1666084019,0,4,David J,"Falköping, Sweden",AI artwork,,2022-10-18 11:01:23,13,0,"['sebilden', 'ai', 'art', 'stable diffusion', 'computer generated art']"
36,52436580509,1666073829,0,4,tomasz przechlewski,"Sopot, Poland",IMG_20221010_113721,,2022-10-10 11:37:22,38,0,"['tptrip:20221009', 'salerno', 'napoli', 'pompei', 'geo:lon=14.754525', 'geo:lat=40.684547']"
37,52435252191,1666034031,0,4,Câmara Municipal de Novo Hamburgo,,17/10/2022 - Reunião Coosp,Foto: Jaime Freitas/CMNH,2022-10-17 15:01:15,63,0,[]
38,52429921404,1665857911,0,4,Henry,"Arizona, United States",306497AF-EFE0-441F-BA66-4E8262054089,,2022-10-15 08:28:20,45,0,"['Coyote', 'woodpecker', 'cactus wren', 'nature', 'bird', 'birds', 'Canon']"
39,52432287740,1665853601,0,4,Ken Mayer,,Interesting porch near the end of the Trolley Line Trail,"uploaded with <a href=""https://play.google.com/store/apps/details?id=com.gmail.walles.johan.flickruploader2"" rel=""noreferrer nofollow"">Uploader for Flickr</a> for Android",2022-10-15 13:06:41,27,0,"['file:md5sum=d15f4f2184abc8ba0043b703a376d21f', 'file:sha1sig=a423d20b307a02dce0c56e4c6a166fa254d57940']"
40,52428302337,1665829827,0,4,Rio Werner Hauser,"Winterthur, schweiz",,,2022-10-14 17:04:22,12,0,[]
41,52428426001,1665811031,0,4,Lexi Friesel,,5B1A0615,,2022-10-14 03:02:02,90,0,[]
42,52428262083,1665779928,0,4,,,HWY 2022-10-14 Lou Donaldson Dedication-304,,2022-10-14 11:43:45,66,0,"['Badin', 'Ceremony', 'Dedication', 'Highway', 'HighwayDedication', 'Jazz', 'Lou Donaldson', 'Musician', 'ribbon cutting']"
43,52427743728,1665763126,0,4,,,Photo courtesy of Forrest Worstell.,,2022-10-01 10:04:55,26,0,[]
44,52427559200,1665758693,0,4,Jonathan Kendall,,scardinius_erythrophthalmus_by_onojk123_dcdi9sn,Digital Art by ONOJK123,2022-10-14 07:44:05,107,0,[]
45,52421031239,1665508393,0,4,Guilhem Vellut,"Annecy, France",Téléphérique du Brévent @ Planpraz @ Chamonix,,2022-09-12 08:48:15,35,0,"['hiking', 'mountain', 'montagne', 'nature', 'randonnee', 'hike', 'rando', 'europe', 'france', 'haute-savoie', '74', 'savoie', 'chamonix', 'alps', 'alpes', 'aiguilles rouges', 'september', 'summer', 'ete', '2022']"
46,52420649204,1665498098,0,4,Scottish Government,,Conference on Loss and Damage,"First Minister speaks at a conference on Loss and Damage in Edinburgh, hosted by the Scottish Government with UN High Level Champions and the Global Resilience Partnership.",2022-10-11 13:40:15,225,0,"['First Minister of Scotland', 'Scottish', 'Government', 'Scottish Government']"
47,52419722474,1665459720,0,4,總統府,,10.11 副總統接見「加拿大『台加國會議員友好協會』會長暨眾議院國貿委員會主席史葛洛眾議員訪問團」,"Official Photo by Simon Liu / Office of the President
",2022-10-10 20:41:05,260,0,"['中華民國', '台灣', '副總統', '賴清德']"
48,52417180657,1665409240,0,4,Guilhem Vellut,"Annecy, France",Tours Saint-Jacques @ Allèves,,2022-09-04 14:48:26,39,0,"['europe', 'france', 'savoie', '2022', 'randonnee', 'hike', 'rando', 'nature', 'hiking', 'haute-savoie', '74', 'summer', 'ete', 'mountain', 'montagne', 'semnoz', 'bauges', 'september', 'alleves', 'rocher', 'tours saint jacques']"
49,52413455967,1665279723,0,4,明德 楊,,2022-10-8 下午 08-31-48_0590,,2022-10-08 20:31:48,650,0,[]
50,52414381553,1665275626,0,4,明德 楊,,2022-10-7 下午 05-42-55_0675,,2022-10-07 17:42:55,440,0,[]
51,52414220195,1665271154,0,4,Sheila Sund,"Salem, United States",Prickly bench,I thought this bench in an Arizona was pretty amusing. Not the seating companion I would choose!,2020-01-09 14:56:15,869,1,"['wood', 'plant', 'spines', 'desert', 'bench', 'cacti', 'cactus', 'Arizona', 'prickle', 'ouch']"
52,52413892055,1665259275,0,4,Aaron Headly,"Munith, MI, United States",2022-10-08_15-00-30.D800.nef.hdr.c,"Fresh ghee shot with, as is the tradition, the lens on the camera at the time.",2022-10-08 15:00:35,43,0,[]
53,52411699217,1665212891,0,4,,,Empty hands,"Frankfurt, Neue Kräme, presumably closed store.
",2022-10-08 08:56:31,932,3,"['Frankfurt', 'Neue Kräme', 'shop', 'store', 'Gartenzwerge', 'Garden gnome']"
54,52412008496,1665202094,0,4,,,"Det 1- A Co, 1-112 AVN Mobilization Ceremony","Detachment 1, Alpha Company, 1st Battalion, 112th Aviation Regiment, 82nd Troop Command Brigade, Oregon National Guard conducted a mobilization ceremony for approximately 30 Soldiers at Army Aviation Support Facility, Hanger 1 in Salem, Ore., Oct. 7, 2022. The mobilization ceremony was for an upcoming domestic deployment for the detachment and four UH-72 Lakota helicopters. Following the Mobilization ceremony, Alpha Company held a retirement ceremony for Sgt. 1st Class Jeffery Douville.

(U.S. Army National Guard photo by Maj. W. Chris Clyne, Oregon National Guard Public Affairs)",2022-10-07 11:45:37,61,0,[]
55,52411941880,1665179522,0,4,Mark Gillow,,Griffiths Island (Port Fairy) Lighthouse,"Built in 1859. Port Fairy, Victoria, Australia",2022-10-03 16:55:31,620,0,[]
56,52410927067,1665176980,0,4,,,IMG_2538,Tour de Wildwood 2022 - photo by Chuck Tuscling,0000-00-00 00:00:00,260,0,"['cycling', 'bicycling', 'wildwood', 'wildwoodmo', 'tourdewildwood', 'tourdewildwood2002']"
57,52411197681,1665169926,0,4,Tribunal de Contas do Estado de Minas Gerais,,TCE CAPACITA NOVOS BRIGADISTAS,Foto: Thiago Rios,2022-10-07 09:20:53,145,0,[]
58,52410913176,1665159736,0,4,Bratislavský kraj (BSK),,Zrekonštruovaný modranský kaštieľ otvorí svoje brány už tento víkend 7.10.2022,,2022-10-07 09:19:32,90,0,"['BSK', 'vuc', 'vucba', 'region', 'kraj', 'zupa', 'modra', 'mos', 'moska', 'malokarpatske', 'osvetove', 'stredisko', 'kultura', 'umenie', 'dedicstvo', 'digitalizacne', 'digital', 'kroje', 'kastiel']"
59,52411411383,1665159886,0,4,Bratislavský kraj (BSK),,Zrekonštruovaný modranský kaštieľ otvorí svoje brány už tento víkend 7.10.2022,,2022-10-07 11:37:22,582,0,"['BSK', 'vuc', 'vucba', 'region', 'kraj', 'zupa', 'modra', 'mos', 'moska', 'malokarpatske', 'osvetove', 'stredisko', 'kultura', 'umenie', 'dedicstvo', 'digitalizacne', 'digital', 'kroje', 'kastiel']"
60,52411284175,1665159270,0,4,,"Rochester, UK",Former library,"The former Carnegie library in Newbury. After the library closed, it bacame a restaurant, but that closed a while ago. The last news article I found said that there were potential buyers with plans to make it into an art centre. I hope some way can be found to bring the building back into use - the stained glass is lovely.",2022-10-07 12:37:36,51,0,"['Newbury', 'library', 'carnegie', 'building']"
61,52410129267,1665152467,0,4,ABRAS Associação Brasileira de Supermercados,,BR_1062,,2022-09-21 00:19:41,7,0,[]
62,52409977892,1665145692,0,4,,,Laudio_13,,2022-10-07 09:41:10,18,0,[]
63,52410099934,1665110272,0,4,Eric Wu,,2487740918_c8fa28d4af_o,"Photo by Lawrie Cate
Credit: <a href=""https://flic.kr/p/4MQjGN"" rel=""noreferrer nofollow"">flic.kr/p/4MQjGN</a>
Changes were made",2008-05-10 14:03:48,356,0,[]
64,52410166798,1665102868,0,4,,,US,Mine,2022-08-19 09:59:46,9,0,[]
65,52407507221,1665017987,0,4,Cindy Shebley,,Old Gas Station in Silvana,Silvana WA USA: 09-07-2022: Old Gas Station along Pioneer Highway,2022-09-07 10:37:17,81,0,"['gasoline', 'Washington', 'WA', 'building', 'gas station', 'travel', 'petrol', 'car', 'vehicle', 'architecture', 'Silvana', 'historic', 'gas', 'automobile', 'Fading America']"
66,52407254711,1665017046,0,4,Open Government Partnership,,América Abierta,América Abierta 2022,2022-10-05 14:53:28,112,0,[]
67,52404451232,1664919267,0,4,Steve Glover,"Bolton, Lancs., England",214,Ceremony,2022-08-21 13:11:12,525,0,['@@pcat_wedding']
68,52405192529,1664916856,0,4,Camp Pendola,,DSC00297,                               ,2019-10-19 08:40:20,5,0,[]
69,52403864266,1664883687,0,4,,,畑から取ってきた山東菜と大根入れて、あと冷蔵庫にあったやつを昆布出汁と薄味麺つゆで鍋にした,"via Instagram <a href=""https://instagr.am/p/CjSg4cNrlw5/"" rel=""noreferrer nofollow"">instagr.am/p/CjSg4cNrlw5/</a>",2022-10-04 20:41:27,79,0,[]
70,52402341238,1664817287,0,4,Tehreek Dawat e Faqr,,"Visit of Sultan-ul-Ashiqeen Sultan Mohammad Najib-ur-Rehman to under construction Masjid-e-Zahra and arrival at Khanqah Sultan-ul-Ashiqeen (Monday, 8th August 2022).","سلطان العاشقین حضرت سخی سلطان محمد نجیب الرحمٰن مدظلہ الاقدس  کا زیر تعمیر مسجدِ زہراؓ کا دورہ اور خانقاہ سلطان العاشقین میں آمد (8 اگست 2022، بروزسوموار)
Visit of Sultan-ul-Ashiqeen Sultan Mohammad Najib-ur-Rehman to under construction Masjid-e-Zahra and arrival at Khanqah Sultan-ul-Ashiqeen (Monday, 8th August 2022).
DM us on Instagram@sultanulashiqeen
<a href=""https://www.instagram.com/sultanulashiqeen/"" rel=""noreferrer nofollow"">www.instagram.com/sultanulashiqeen/</a>",2022-10-03 20:03:34,20,0,"['#sultanulashiqeen', '#markazefaqr', '#masjidezahra', '#khanqahsultanulashiqeen', '#tehreekdawatefaqr', '#muharram2022', '#ismeazam', '#spirituality', '#Muhammad', '#art', '#islamicdesign', '#mosque', '#photography']"
71,52402253853,1664807545,0,4,Tehreek Dawat e Faqr,,"Sultan-ul-Ashiqeen Sultan Mohammad Najib-ur-Rehman presided over the weekly Mehfil Noor-e-Mustafa (pbuh) held at Masjid-e-Zahra and Khanqah Sultan-ul-Ashiqeen on Sunday, 31st July 2022.","Sultan-ul-Ashiqeen Sultan Mohammad Najib-ur-Rehman presided over the weekly Mehfil Noor-e-Mustafa (pbuh) held at Masjid-e-Zahra and Khanqah Sultan-ul-Ashiqeen on Sunday, 31st July 2022.
سلطان العاشقین حضرت سخی سلطان محمد نجیب الرحمٰن مدظلہ الاقدس نے 31 جولائی 2022 بروز اتوار مسجدِ زہراؓ و خانقاہ سلطان العاشقین میں منعقدہ ہفتہ وار محفل نورِ مصطفیٰؐ کی صدارت فرمائی۔
DM us on Instagram@sultanulashiqeen
<a href=""https://www.instagram.com/sultanulashiqeen/"" rel=""noreferrer nofollow"">www.instagram.com/sultanulashiqeen/</a>
",2022-07-31 14:14:51,5,0,['Sultan-ul-Ashiqeen Sultan Mohammad Najib-ur-Rehman presided over the weekly Mehfil Noor-e-Mustafa (pbuh) held at Masjid-e-Zahra and Khanqah Sultan-ul-Ashiqeen on Sunday']
72,52401532154,1664790482,0,4,Tehreek Dawat e Faqr,,Preaching tour of Vice Patron of Tehreek Dawat-e-Faqr Sahibzada Sultan Mohammad Murtaza Najib to Baghbanpura Lahore to spread the message of gnosis (marifa) of Allah and Ism-e-Azam,"(5 جون 2022 بروز اتوار)
نائب سرپرست تحریک دعوتِ فقر صاحبزادہ سلطان محمد مرتضیٰ نجیب مدظلہ الاقدس کا باغبانپورہ لاہور میں معرفتِ الٰہی اور اسم اعظم کا پیغام عام فرمانے کے لیے تبلیغی دورہ
میزبان: محمد امجد سروری قادری
(Sunday, 5th June 2022)
Preaching tour of Vice Patron of Tehreek Dawat-e-Faqr Sahibzada Sultan Mohammad Murtaza Najib to Baghbanpura Lahore to spread the message of gnosis (marifa) of Allah and Ism-e-Azam
DM us on:
DM us on Instagram@sultanulashiqeen
<a href=""https://www.instagram.com/sultanulashiqeen/"" rel=""noreferrer nofollow"">www.instagram.com/sultanulashiqeen/</a>",2022-10-03 14:48:47,23,0,"['#sultanulashiqeen', '#sahibzadasultanmohammadmurtazanajib', '#tehreekdawatefaqr', '#lahore', '#preaching', '#tour', '#ismeazam', '#ismeallahzaat', '#blessings', '#spirituality', '#sufism']"
73,52401053076,1664782249,0,4,,,DSC05377,,2022-08-15 13:54:14,70,0,[]
74,52395712776,1664580303,0,4,,,IAEA 66th General Conference (2158),"Closing Session of the IAEA 66th General Conference. IAEA Vienna, Austria. 30 September - 1 October 2022

Photo Credit: Dean Calma / IAEA",2022-09-30 22:53:21,325,0,['Closing Session of the IAEA 66th General Conference']
75,52392815586,1664464437,0,4,International Maritime Organization,,Innovation Forum,"Panel 5: Green transformation: a voyage together through technical and technology cooperation and inclusive innovation. Mandana Mansoorian, Vice-Chair, IMO Technical Cooperation Committee",2022-09-29 12:33:27,57,0,[]
76,52392565015,1664437412,0,4,Lukas Krajicek,"Kamenice nad Lipou, Czech Republic",298_0994,,2022-09-17 16:17:45,8,0,"['kon?', 'parkur', 'skokové závody', 'koně']"
77,52391063482,1664436062,0,4,Office of  Public Affairs,Washington DC,60 years of Integration James Meredith-10,"On Wednesday, September 28, 2022, at the University of Mississippi’s Gertrude C. Ford Center, Mr. James Meredith was recognized by both that educational institution and the U.S. Marshals Service. With the 60th anniversary of the integration of the University approaching on October 1, the institutional ceremony, entitled “The Mission Continues-Building Upon the Legacy,” gave USMS Director Ronald L. Davis the perfect opportunity to award Meredith one of highest honors he could, and made him an Honorary Deputy U.S. Marshal. In the history of the U.S. Marshals Service only a handful of people have ever received this honor.

 Of the approximately 350 deputy U.S. marshals and deputized personnel that ensured the registration and safety of Mr. Meredith during this time, few are living today. Retired Deputy U.S. Marshal Herschel Garner, the youngest of the cadre of deputies present during the riots that preceded registration, attended the ceremony representing all of them.

This historical event continues the partnership between the USMS and the University of Mississippi in recognizing the importance of educational equality and the role of our deputies in bringing this about. While it truly was a battle that resulted in Mr. Meredith attending and graduating from the school of his choice, the decade celebrations from 2002 to 2022 remain important moments in their own right.

Photo by Shane T. McCoy/US Marshals",2022-09-28 19:15:27,241,0,"['US Marshals', 'Ronald Davis', 'James Meredih', 'University of Mississippi', 'Oxford', 'Mississippi']"
78,52392274903,1664431235,0,4,"SWE3 Förbundet för amerikansk fotboll, flaggfotboll och landhockey",,2022-09-24/25 SM-slutspel Flaggfotboll,Foto: Stefan Akander,2022-09-28 23:15:20,25,0,[]
79,52391136764,1664384695,0,4,Parker Knight,,,,2016-06-13 11:59:04,636,0,[]
80,52390534341,1664375863,0,4,Parker Knight,,,,2016-06-04 09:25:50,35,0,[]
81,52390957530,1664375952,0,4,EKSRX,,2022 ETCR - RD6 - Sachsenring,"FIA ETCR 2022, Race 6 -  Sachsenring, Germany.
Copyright: Cupra Racing",2022-09-25 10:05:17,58,0,['Red']
82,52389607382,1664375954,0,4,EKSRX,,2022 ETCR - RD6 - Sachsenring,"FIA ETCR 2022, Race 6 -  Sachsenring, Germany.
Copyright: Cupra Racing",2022-09-25 10:48:57,699,0,['Red']
83,52389339037,1664366161,0,4,Parker Knight,,,,2016-05-28 15:06:42,1,0,[]
84,52389812731,1664344207,0,4,Parker Knight,,,,2012-05-28 18:04:35,231,0,[]
85,52389651735,1664318387,0,4,Parker Knight,,,,2016-05-14 09:29:27,16,0,[]
86,52388191472,1664314640,0,4,Parker Knight,,Ali 344.CR2,,2013-09-14 11:15:39,69,0,[]
87,52388063232,1664310784,0,4,Parker Knight,,,,2016-02-15 13:40:22,4,0,[]
88,52387759252,1664302236,0,4,Parker Knight,,,,2015-03-06 13:08:22,1,0,[]
89,52388914543,1664301822,0,4,Parker Knight,,Silverado 16.CR2,,2013-07-31 17:02:49,5,0,[]
90,52388621360,1664288049,0,4,,,IMG_2375,,2022-09-24 11:27:36,22,0,[]
91,52388618820,1664288106,0,4,,,IMG_2539,,2022-09-24 11:50:14,20,0,[]
92,52388023600,1664263781,0,4,Parker Knight,,,,2015-09-05 10:52:43,1,0,[]
93,52387477446,1664258586,0,4,Parker Knight,,Cape Lookout 1450,,2013-08-10 17:08:35,0,0,[]
94,52387898935,1664258308,0,4,Parker Knight,,Cape Lookout 1223,,2013-08-10 14:05:59,0,0,[]
95,52387466331,1664258133,0,4,Parker Knight,,Cape Lookout 1064,,2013-08-10 13:38:57,0,0,[]
96,52387554048,1664250662,0,4,Parker Knight,,Cape Lookout 568,,2013-08-10 12:13:17,4,0,[]
97,52387123451,1664243480,0,4,Parker Knight,,PDX Waterfront 631.CR2,,2013-07-04 16:20:08,549,0,[]
98,52387106291,1664242875,0,4,Parker Knight,,PDX Waterfront 89.CR2,,2013-07-04 14:35:39,382,0,[]
99,52386060737,1664238539,0,4,Parker Knight,,Six Continents Dancing 172.CR2,,2013-06-15 21:40:22,535,0,"['indoor', 'Photo specs', 'Action', 'Time', 'Image type', 'Headshot', 'Night', 'group', 'Silhouette']"
